timestamp,open,high,low,close,volume
2025-07-15T09:30:00,25.68,25.68,25.68,25.68,143117
2025-07-15T09:31:00,25.68,25.68,25.68,25.68,155294
2025-07-15T09:32:00,25.68,25.68,25.68,25.68,164554
2025-07-15T09:33:00,25.68,25.68,25.68,25.68,75547
2025-07-15T09:34:00,25.68,25.68,25.68,25.68,72648
2025-07-15T09:35:00,25.69,25.69,25.69,25.69,89422
2025-07-15T09:36:00,25.67,25.67,25.66,25.67,136031
2025-07-15T09:37:00,25.66,25.66,25.65,25.66,113852
2025-07-15T09:38:00,25.67,25.67,25.66,25.67,126242
2025-07-15T09:39:00,25.65,25.66,25.65,25.65,105286
2025-07-15T09:40:00,25.67,25.67,25.66,25.66,146181
2025-07-15T09:41:00,25.66,25.66,25.66,25.66,162725
2025-07-15T09:42:00,25.66,25.66,25.66,25.66,91052
2025-07-15T09:43:00,25.67,25.67,25.67,25.67,170825
2025-07-15T09:44:00,25.67,25.67,25.67,25.67,147875
2025-07-15T09:45:00,25.66,25.66,25.66,25.66,140856
2025-07-15T09:46:00,25.65,25.65,25.65,25.65,133586
2025-07-15T09:47:00,25.65,25.66,25.65,25.65,154987
2025-07-15T09:48:00,25.65,25.65,25.64,25.65,154696
2025-07-15T09:49:00,25.63,25.63,25.63,25.63,90651
2025-07-15T09:50:00,25.62,25.62,25.62,25.62,95708
2025-07-15T09:51:00,25.63,25.63,25.63,25.63,86764
2025-07-15T09:52:00,25.65,25.65,25.65,25.65,66421
2025-07-15T09:53:00,25.65,25.65,25.65,25.65,164368
2025-07-15T09:54:00,25.64,25.65,25.64,25.65,96453
2025-07-15T09:55:00,25.63,25.63,25.63,25.63,74739
2025-07-15T09:56:00,25.62,25.62,25.62,25.62,111208
2025-07-15T09:57:00,25.61,25.61,25.61,25.61,148029
2025-07-15T09:58:00,25.6,25.6,25.6,25.6,165000
2025-07-15T09:59:00,25.6,25.6,25.6,25.6,71944
2025-07-15T10:00:00,25.61,25.61,25.61,25.61,100071
2025-07-15T10:01:00,25.61,25.61,25.61,25.61,46423
2025-07-15T10:02:00,25.59,25.59,25.59,25.59,63098
2025-07-15T10:03:00,25.58,25.58,25.58,25.58,81839
2025-07-15T10:04:00,25.58,25.59,25.58,25.58,128417
2025-07-15T10:05:00,25.6,25.6,25.6,25.6,50251
2025-07-15T10:06:00,25.59,25.59,25.59,25.59,95459
2025-07-15T10:07:00,25.6,25.6,25.6,25.6,75139
2025-07-15T10:08:00,25.61,25.61,25.6,25.61,92692
2025-07-15T10:09:00,25.6,25.6,25.6,25.6,60059
2025-07-15T10:10:00,25.59,25.6,25.59,25.6,73689
2025-07-15T10:11:00,25.59,25.59,25.59,25.59,63629
2025-07-15T10:12:00,25.59,25.6,25.59,25.59,84074
2025-07-15T10:13:00,25.6,25.61,25.6,25.6,111687
2025-07-15T10:14:00,25.6,25.6,25.6,25.6,48029
2025-07-15T10:15:00,25.61,25.61,25.61,25.61,50478
2025-07-15T10:16:00,25.62,25.62,25.61,25.61,97621
2025-07-15T10:17:00,25.61,25.61,25.61,25.61,79753
2025-07-15T10:18:00,25.6,25.6,25.6,25.6,74828
2025-07-15T10:19:00,25.59,25.6,25.59,25.59,58805
2025-07-15T10:20:00,25.6,25.6,25.59,25.59,47235
2025-07-15T10:21:00,25.59,25.59,25.59,25.59,117370
2025-07-15T10:22:00,25.59,25.59,25.59,25.59,122840
2025-07-15T10:23:00,25.57,25.58,25.57,25.57,62843
2025-07-15T10:24:00,25.56,25.56,25.56,25.56,87109
2025-07-15T10:25:00,25.56,25.56,25.56,25.56,56899
2025-07-15T10:26:00,25.57,25.57,25.57,25.57,72857
2025-07-15T10:27:00,25.57,25.57,25.57,25.57,65495
2025-07-15T10:28:00,25.57,25.58,25.57,25.57,58099
2025-07-15T10:29:00,25.56,25.56,25.56,25.56,83657
2025-07-15T10:30:00,25.57,25.57,25.57,25.57,86160
2025-07-15T10:31:00,25.57,25.57,25.57,25.57,80049
2025-07-15T10:32:00,25.57,25.57,25.56,25.56,47994
2025-07-15T10:33:00,25.56,25.56,25.56,25.56,33454
2025-07-15T10:34:00,25.56,25.56,25.56,25.56,73370
2025-07-15T10:35:00,25.57,25.57,25.57,25.57,52642
2025-07-15T10:36:00,25.58,25.58,25.57,25.58,58577
2025-07-15T10:37:00,25.57,25.57,25.57,25.57,63528
2025-07-15T10:38:00,25.56,25.56,25.55,25.56,36927
2025-07-15T10:39:00,25.56,25.56,25.56,25.56,52438
2025-07-15T10:40:00,25.57,25.57,25.57,25.57,66602
2025-07-15T10:41:00,25.58,25.58,25.57,25.58,75387
2025-07-15T10:42:00,25.59,25.59,25.58,25.59,40613
2025-07-15T10:43:00,25.6,25.6,25.6,25.6,62449
2025-07-15T10:44:00,25.6,25.6,25.6,25.6,35314
2025-07-15T10:45:00,25.6,25.6,25.59,25.59,75274
2025-07-15T10:46:00,25.6,25.6,25.6,25.6,55835
2025-07-15T10:47:00,25.6,25.61,25.6,25.6,50910
2025-07-15T10:48:00,25.6,25.6,25.6,25.6,57038
2025-07-15T10:49:00,25.6,25.6,25.6,25.6,64198
2025-07-15T10:50:00,25.6,25.6,25.59,25.59,38567
2025-07-15T10:51:00,25.58,25.59,25.58,25.58,73472
2025-07-15T10:52:00,25.58,25.58,25.58,25.58,39408
2025-07-15T10:53:00,25.56,25.56,25.56,25.56,40176
2025-07-15T10:54:00,25.57,25.58,25.57,25.57,82440
2025-07-15T10:55:00,25.57,25.57,25.57,25.57,38326
2025-07-15T10:56:00,25.57,25.57,25.57,25.57,84866
2025-07-15T10:57:00,25.57,25.57,25.57,25.57,32272
2025-07-15T10:58:00,25.57,25.57,25.57,25.57,75107
2025-07-15T10:59:00,25.57,25.57,25.57,25.57,39813
2025-07-15T11:00:00,25.55,25.56,25.55,25.55,56841
2025-07-15T11:01:00,25.56,25.56,25.56,25.56,70626
2025-07-15T11:02:00,25.56,25.56,25.55,25.55,57150
2025-07-15T11:03:00,25.56,25.57,25.56,25.56,67735
2025-07-15T11:04:00,25.53,25.54,25.53,25.53,84863
2025-07-15T11:05:00,25.52,25.53,25.52,25.53,43076
2025-07-15T11:06:00,25.54,25.54,25.53,25.54,41545
2025-07-15T11:07:00,25.54,25.54,25.53,25.54,43692
2025-07-15T11:08:00,25.54,25.54,25.54,25.54,62315
2025-07-15T11:09:00,25.55,25.55,25.55,25.55,69541
2025-07-15T11:10:00,25.55,25.55,25.55,25.55,41418
2025-07-15T11:11:00,25.54,25.55,25.54,25.55,68105
2025-07-15T11:12:00,25.53,25.53,25.53,25.53,31201
2025-07-15T11:13:00,25.53,25.53,25.53,25.53,79082
2025-07-15T11:14:00,25.53,25.53,25.52,25.53,51155
2025-07-15T11:15:00,25.52,25.53,25.52,25.52,41260
2025-07-15T11:16:00,25.54,25.54,25.53,25.53,83862
2025-07-15T11:17:00,25.54,25.54,25.54,25.54,49225
2025-07-15T11:18:00,25.53,25.53,25.53,25.53,68103
2025-07-15T11:19:00,25.53,25.53,25.53,25.53,83505
2025-07-15T11:20:00,25.53,25.54,25.53,25.54,74200
2025-07-15T11:21:00,25.52,25.53,25.52,25.53,40137
2025-07-15T11:22:00,25.54,25.54,25.53,25.53,76711
2025-07-15T11:23:00,25.54,25.54,25.54,25.54,36074
2025-07-15T11:24:00,25.54,25.54,25.54,25.54,76046
2025-07-15T11:25:00,25.55,25.55,25.54,25.55,44193
2025-07-15T11:26:00,25.55,25.55,25.55,25.55,51459
2025-07-15T11:27:00,25.55,25.55,25.55,25.55,75814
2025-07-15T11:28:00,25.55,25.55,25.54,25.55,62793
2025-07-15T11:29:00,25.57,25.57,25.56,25.57,50340
2025-07-15T11:30:00,25.57,25.57,25.57,25.57,57609
2025-07-15T11:31:00,25.58,25.58,25.57,25.58,43257
2025-07-15T11:32:00,25.58,25.59,25.58,25.58,33748
2025-07-15T11:33:00,25.58,25.59,25.58,25.58,82258
2025-07-15T11:34:00,25.57,25.57,25.57,25.57,82486
2025-07-15T11:35:00,25.57,25.57,25.56,25.57,48510
2025-07-15T11:36:00,25.57,25.57,25.57,25.57,82984
2025-07-15T11:37:00,25.56,25.56,25.56,25.56,36937
2025-07-15T11:38:00,25.58,25.58,25.57,25.58,61556
2025-07-15T11:39:00,25.58,25.58,25.58,25.58,32798
2025-07-15T11:40:00,25.59,25.59,25.58,25.58,67440
2025-07-15T11:41:00,25.59,25.6,25.59,25.59,70521
2025-07-15T11:42:00,25.6,25.6,25.6,25.6,42543
2025-07-15T11:43:00,25.59,25.59,25.59,25.59,73972
2025-07-15T11:44:00,25.59,25.6,25.59,25.59,82935
2025-07-15T11:45:00,25.59,25.59,25.59,25.59,28978
2025-07-15T11:46:00,25.59,25.59,25.58,25.58,73828
2025-07-15T11:47:00,25.58,25.58,25.57,25.57,37681
2025-07-15T11:48:00,25.59,25.59,25.59,25.59,43930
2025-07-15T11:49:00,25.59,25.59,25.59,25.59,78140
2025-07-15T11:50:00,25.58,25.59,25.58,25.58,59601
2025-07-15T11:51:00,25.57,25.57,25.57,25.57,33326
2025-07-15T11:52:00,25.56,25.56,25.56,25.56,64136
2025-07-15T11:53:00,25.56,25.56,25.56,25.56,37627
2025-07-15T11:54:00,25.57,25.57,25.56,25.57,78121
2025-07-15T11:55:00,25.56,25.56,25.56,25.56,69154
2025-07-15T11:56:00,25.57,25.57,25.56,25.57,42877
2025-07-15T11:57:00,25.55,25.55,25.55,25.55,77795
2025-07-15T11:58:00,25.56,25.56,25.56,25.56,56148
2025-07-15T11:59:00,25.56,25.56,25.56,25.56,69225
2025-07-15T12:00:00,25.55,25.55,25.55,25.55,82861
2025-07-15T12:01:00,25.56,25.57,25.56,25.57,36221
2025-07-15T12:02:00,25.57,25.57,25.57,25.57,30743
2025-07-15T12:03:00,25.57,25.57,25.57,25.57,32565
2025-07-15T12:04:00,25.57,25.57,25.56,25.57,42462
2025-07-15T12:05:00,25.58,25.58,25.57,25.58,81487
2025-07-15T12:06:00,25.59,25.59,25.59,25.59,72564
2025-07-15T12:07:00,25.58,25.58,25.57,25.58,67656
2025-07-15T12:08:00,25.58,25.58,25.57,25.57,54657
2025-07-15T12:09:00,25.58,25.58,25.58,25.58,64919
2025-07-15T12:10:00,25.58,25.58,25.58,25.58,43822
2025-07-15T12:11:00,25.57,25.58,25.57,25.58,56043
2025-07-15T12:12:00,25.58,25.58,25.58,25.58,73502
2025-07-15T12:13:00,25.58,25.59,25.58,25.59,51621
2025-07-15T12:14:00,25.59,25.59,25.58,25.59,67454
2025-07-15T12:15:00,25.58,25.58,25.58,25.58,71049
2025-07-15T12:16:00,25.58,25.58,25.58,25.58,72882
2025-07-15T12:17:00,25.58,25.58,25.58,25.58,30013
2025-07-15T12:18:00,25.57,25.57,25.57,25.57,82539
2025-07-15T12:19:00,25.56,25.56,25.56,25.56,39425
2025-07-15T12:20:00,25.57,25.57,25.57,25.57,39756
2025-07-15T12:21:00,25.58,25.58,25.57,25.57,75586
2025-07-15T12:22:00,25.59,25.59,25.59,25.59,85990
2025-07-15T12:23:00,25.59,25.59,25.58,25.59,34917
2025-07-15T12:24:00,25.59,25.6,25.59,25.59,72178
2025-07-15T12:25:00,25.6,25.61,25.6,25.6,32920
2025-07-15T12:26:00,25.61,25.61,25.6,25.6,33027
2025-07-15T12:27:00,25.6,25.6,25.59,25.59,64692
2025-07-15T12:28:00,25.6,25.6,25.6,25.6,74047
2025-07-15T12:29:00,25.58,25.59,25.58,25.59,39112
2025-07-15T12:30:00,25.58,25.58,25.58,25.58,59799
2025-07-15T12:31:00,25.57,25.57,25.57,25.57,65767
2025-07-15T12:32:00,25.56,25.57,25.56,25.56,65969
2025-07-15T12:33:00,25.55,25.56,25.55,25.56,44831
2025-07-15T12:34:00,25.58,25.58,25.57,25.58,41700
2025-07-15T12:35:00,25.58,25.59,25.58,25.59,60856
2025-07-15T12:36:00,25.58,25.59,25.58,25.59,65184
2025-07-15T12:37:00,25.59,25.59,25.59,25.59,43703
2025-07-15T12:38:00,25.59,25.59,25.58,25.59,75997
2025-07-15T12:39:00,25.6,25.6,25.6,25.6,62519
2025-07-15T12:40:00,25.59,25.59,25.59,25.59,86320
2025-07-15T12:41:00,25.59,25.59,25.59,25.59,85447
2025-07-15T12:42:00,25.59,25.59,25.59,25.59,61822
2025-07-15T12:43:00,25.6,25.6,25.6,25.6,77595
2025-07-15T12:44:00,25.6,25.6,25.6,25.6,62033
2025-07-15T12:45:00,25.59,25.59,25.59,25.59,70653
2025-07-15T12:46:00,25.59,25.6,25.59,25.59,55417
2025-07-15T12:47:00,25.59,25.59,25.59,25.59,71715
2025-07-15T12:48:00,25.58,25.58,25.58,25.58,32624
2025-07-15T12:49:00,25.58,25.59,25.58,25.58,38814
2025-07-15T12:50:00,25.58,25.58,25.58,25.58,68317
2025-07-15T12:51:00,25.57,25.58,25.57,25.57,35358
2025-07-15T12:52:00,25.58,25.58,25.57,25.58,68567
2025-07-15T12:53:00,25.59,25.59,25.58,25.59,56707
2025-07-15T12:54:00,25.58,25.58,25.58,25.58,60559
2025-07-15T12:55:00,25.58,25.58,25.58,25.58,34357
2025-07-15T12:56:00,25.58,25.58,25.58,25.58,78258
2025-07-15T12:57:00,25.59,25.59,25.59,25.59,65103
2025-07-15T12:58:00,25.6,25.6,25.6,25.6,56863
2025-07-15T12:59:00,25.6,25.6,25.6,25.6,51670
2025-07-15T13:00:00,25.6,25.6,25.6,25.6,40743
2025-07-15T13:01:00,25.59,25.59,25.58,25.59,50539
2025-07-15T13:02:00,25.57,25.58,25.57,25.58,32200
2025-07-15T13:03:00,25.57,25.58,25.57,25.57,69183
2025-07-15T13:04:00,25.57,25.57,25.57,25.57,36250
2025-07-15T13:05:00,25.57,25.57,25.57,25.57,60519
2025-07-15T13:06:00,25.58,25.59,25.58,25.58,58772
2025-07-15T13:07:00,25.58,25.58,25.58,25.58,29837
2025-07-15T13:08:00,25.58,25.58,25.57,25.57,59386
2025-07-15T13:09:00,25.57,25.57,25.57,25.57,84493
2025-07-15T13:10:00,25.58,25.58,25.58,25.58,56143
2025-07-15T13:11:00,25.59,25.6,25.59,25.59,82790
2025-07-15T13:12:00,25.6,25.6,25.6,25.6,62653
2025-07-15T13:13:00,25.59,25.59,25.59,25.59,41079
2025-07-15T13:14:00,25.59,25.59,25.58,25.59,38137
2025-07-15T13:15:00,25.59,25.59,25.59,25.59,38241
2025-07-15T13:16:00,25.58,25.58,25.58,25.58,31097
2025-07-15T13:17:00,25.59,25.59,25.58,25.59,41673
