timestamp,open,high,low,close,volume
2025-07-18T09:30:00,25.09,25.1,25.09,25.1,93279
2025-07-18T09:31:00,25.11,25.12,25.11,25.11,99934
2025-07-18T09:32:00,25.1,25.1,25.08,25.09,66632
2025-07-18T09:33:00,25.11,25.11,25.1,25.11,38429
2025-07-18T09:34:00,25.12,25.13,25.12,25.13,73233
2025-07-18T09:35:00,25.13,25.13,25.13,25.13,51095
2025-07-18T09:36:00,25.11,25.11,25.1,25.11,84483
2025-07-18T09:37:00,25.13,25.15,25.13,25.14,102036
2025-07-18T09:38:00,25.12,25.12,25.11,25.11,57026
2025-07-18T09:39:00,25.1,25.11,25.1,25.1,41671
2025-07-18T09:40:00,25.08,25.09,25.07,25.08,93084
2025-07-18T09:41:00,25.1,25.11,25.09,25.1,64704
2025-07-18T09:42:00,25.12,25.12,25.11,25.12,98011
2025-07-18T09:43:00,25.11,25.12,25.11,25.11,62615
2025-07-18T09:44:00,25.09,25.09,25.08,25.09,52497
2025-07-18T09:45:00,25.08,25.08,25.06,25.07,97562
2025-07-18T09:46:00,25.04,25.05,25.03,25.04,41856
2025-07-18T09:47:00,24.98,24.99,24.98,24.98,52184
2025-07-18T09:48:00,24.96,24.96,24.95,24.95,43871
2025-07-18T09:49:00,24.93,24.94,24.92,24.93,38654
2025-07-18T09:50:00,24.97,24.98,24.97,24.97,83916
2025-07-18T09:51:00,25.0,25.0,25.0,25.0,74916
2025-07-18T09:52:00,24.98,24.99,24.98,24.98,105758
2025-07-18T09:53:00,24.99,24.99,24.98,24.98,49067
2025-07-18T09:54:00,24.99,25.0,24.98,24.99,62544
2025-07-18T09:55:00,24.96,24.96,24.95,24.96,106248
2025-07-18T09:56:00,24.99,24.99,24.98,24.98,108444
2025-07-18T09:57:00,25.0,25.01,25.0,25.0,57868
2025-07-18T09:58:00,24.95,24.96,24.95,24.96,66019
2025-07-18T09:59:00,24.92,24.93,24.91,24.92,99958
2025-07-18T10:00:00,24.94,24.94,24.93,24.94,59334
2025-07-18T10:01:00,24.96,24.96,24.95,24.95,81052
2025-07-18T10:02:00,24.98,25.0,24.98,24.99,70696
2025-07-18T10:03:00,25.03,25.03,25.02,25.02,60952
2025-07-18T10:04:00,25.0,25.01,24.99,25.01,61257
2025-07-18T10:05:00,24.98,24.98,24.98,24.98,65283
2025-07-18T10:06:00,24.97,24.98,24.97,24.98,57044
2025-07-18T10:07:00,24.98,24.98,24.97,24.98,58612
2025-07-18T10:08:00,24.91,24.91,24.9,24.91,48063
2025-07-18T10:09:00,24.89,24.89,24.89,24.89,68464
2025-07-18T10:10:00,24.89,24.9,24.89,24.9,66823
2025-07-18T10:11:00,24.91,24.92,24.9,24.91,37037
2025-07-18T10:12:00,24.94,24.94,24.93,24.93,50085
2025-07-18T10:13:00,24.93,24.94,24.92,24.93,42314
2025-07-18T10:14:00,24.94,24.95,24.94,24.94,57081
2025-07-18T10:15:00,25.01,25.01,25.0,25.0,64252
2025-07-18T10:16:00,24.98,24.98,24.98,24.98,29901
2025-07-18T10:17:00,24.95,24.97,24.95,24.96,65912
2025-07-18T10:18:00,24.94,24.95,24.94,24.95,45943
2025-07-18T10:19:00,24.91,24.91,24.89,24.9,30351
2025-07-18T10:20:00,24.9,24.9,24.89,24.89,50007
2025-07-18T10:21:00,24.91,24.92,24.91,24.91,46100
2025-07-18T10:22:00,24.93,24.93,24.92,24.93,62347
2025-07-18T10:23:00,24.88,24.89,24.88,24.88,45566
2025-07-18T10:24:00,24.88,24.89,24.87,24.88,50466
2025-07-18T10:25:00,24.86,24.87,24.86,24.86,34003
2025-07-18T10:26:00,24.88,24.88,24.86,24.87,55893
2025-07-18T10:27:00,24.87,24.87,24.86,24.86,56944
2025-07-18T10:28:00,24.85,24.85,24.83,24.84,44838
2025-07-18T10:29:00,24.89,24.89,24.87,24.88,61556
2025-07-18T10:30:00,24.84,24.84,24.83,24.84,50058
2025-07-18T10:31:00,24.83,24.84,24.83,24.84,32418
2025-07-18T10:32:00,24.81,24.82,24.8,24.81,22073
2025-07-18T10:33:00,24.81,24.82,24.81,24.82,18920
2025-07-18T10:34:00,24.81,24.82,24.81,24.81,23359
2025-07-18T10:35:00,24.79,24.8,24.79,24.79,23743
2025-07-18T10:36:00,24.76,24.77,24.76,24.77,32738
2025-07-18T10:37:00,24.76,24.77,24.76,24.77,47175
2025-07-18T10:38:00,24.74,24.75,24.74,24.74,39035
2025-07-18T10:39:00,24.76,24.77,24.76,24.77,52538
2025-07-18T10:40:00,24.76,24.77,24.75,24.76,41388
2025-07-18T10:41:00,24.75,24.75,24.74,24.75,49148
2025-07-18T10:42:00,24.74,24.74,24.73,24.73,33005
2025-07-18T10:43:00,24.71,24.73,24.71,24.72,52049
2025-07-18T10:44:00,24.77,24.78,24.76,24.77,20963
2025-07-18T10:45:00,24.79,24.8,24.79,24.79,42086
2025-07-18T10:46:00,24.83,24.83,24.81,24.82,30785
2025-07-18T10:47:00,24.84,24.85,24.84,24.84,48863
2025-07-18T10:48:00,24.87,24.88,24.86,24.87,43911
2025-07-18T10:49:00,24.89,24.89,24.88,24.89,39295
2025-07-18T10:50:00,24.9,24.9,24.9,24.9,45847
2025-07-18T10:51:00,24.89,24.89,24.88,24.89,48258
2025-07-18T10:52:00,24.89,24.89,24.88,24.88,18566
2025-07-18T10:53:00,24.93,24.94,24.92,24.93,25443
2025-07-18T10:54:00,24.95,24.95,24.94,24.95,24467
2025-07-18T10:55:00,24.9,24.91,24.9,24.91,47577
2025-07-18T10:56:00,24.9,24.91,24.9,24.9,42829
2025-07-18T10:57:00,24.9,24.9,24.9,24.9,22917
2025-07-18T10:58:00,24.9,24.91,24.88,24.9,53281
2025-07-18T10:59:00,24.9,24.9,24.88,24.89,54286
2025-07-18T11:00:00,24.86,24.88,24.86,24.87,51589
2025-07-18T11:01:00,24.84,24.85,24.84,24.85,19346
2025-07-18T11:02:00,24.84,24.84,24.83,24.84,45311
2025-07-18T11:03:00,24.81,24.81,24.8,24.8,39763
2025-07-18T11:04:00,24.77,24.78,24.77,24.77,22307
2025-07-18T11:05:00,24.72,24.73,24.72,24.73,25508
2025-07-18T11:06:00,24.73,24.74,24.72,24.73,36811
2025-07-18T11:07:00,24.75,24.76,24.74,24.75,36857
2025-07-18T11:08:00,24.79,24.79,24.78,24.78,52376
2025-07-18T11:09:00,24.76,24.78,24.76,24.77,28485
2025-07-18T11:10:00,24.7,24.71,24.7,24.71,42137
2025-07-18T11:11:00,24.74,24.74,24.73,24.73,44711
2025-07-18T11:12:00,24.74,24.76,24.74,24.75,30872
