timestamp,open,high,low,close,volume
2025-11-12T09:30:00,534.63,534.64,534.62,534.62,88421
2025-11-12T09:31:00,534.61,534.62,534.55,534.59,194789
2025-11-12T09:32:00,534.3,534.35,534.28,534.32,199773
2025-11-12T09:33:00,534.42,534.44,534.34,534.42,191444
2025-11-12T09:34:00,534.34,534.38,534.25,534.3,107300
2025-11-12T09:35:00,534.27,534.27,534.23,534.24,117839
2025-11-12T09:36:00,534.2,534.24,534.19,534.22,119654
2025-11-12T09:37:00,534.07,534.09,534.0,534.05,101709
2025-11-12T09:38:00,533.95,534.0,533.93,533.97,126863
2025-11-12T09:39:00,533.97,534.04,533.96,533.99,103690
2025-11-12T09:40:00,533.95,533.97,533.81,533.89,200510
2025-11-12T09:41:00,533.71,533.74,533.63,533.68,179760
2025-11-12T09:42:00,533.39,533.43,533.39,533.4,126462
2025-11-12T09:43:00,533.47,533.49,533.38,533.44,153736
2025-11-12T09:44:00,533.25,533.25,533.22,533.23,195690
2025-11-12T09:45:00,533.42,533.46,533.36,533.43,199816
2025-11-12T09:46:00,533.53,533.53,533.45,533.49,169701
2025-11-12T09:47:00,533.63,533.72,533.6,533.65,70401
2025-11-12T09:48:00,533.51,533.52,533.49,533.51,170197
2025-11-12T09:49:00,533.65,533.7,533.64,533.69,141812
2025-11-12T09:50:00,533.97,534.01,533.88,533.96,195962
2025-11-12T09:51:00,533.74,533.77,533.69,533.7,174852
2025-11-12T09:52:00,534.0,534.06,533.98,534.06,88539
2025-11-12T09:53:00,534.43,534.48,534.38,534.46,168390
2025-11-12T09:54:00,534.37,534.42,534.32,534.39,193170
2025-11-12T09:55:00,534.22,534.33,534.19,534.25,100639
2025-11-12T09:56:00,534.07,534.14,534.07,534.11,156024
2025-11-12T09:57:00,534.14,534.16,534.09,534.14,145731
2025-11-12T09:58:00,534.06,534.1,533.99,534.03,89901
2025-11-12T09:59:00,533.79,533.86,533.79,533.84,114791
2025-11-12T10:00:00,534.04,534.04,533.99,534.0,90723
2025-11-12T10:01:00,534.07,534.12,534.03,534.06,55369
2025-11-12T10:02:00,534.12,534.18,534.11,534.12,95033
2025-11-12T10:03:00,533.8,533.88,533.77,533.84,121309
2025-11-12T10:04:00,533.62,533.64,533.53,533.6,138730
2025-11-12T10:05:00,533.54,533.54,533.53,533.54,77771
2025-11-12T10:06:00,533.64,533.65,533.58,533.59,75048
2025-11-12T10:07:00,533.64,533.67,533.58,533.61,99478
2025-11-12T10:08:00,533.68,533.8,533.67,533.73,124631
2025-11-12T10:09:00,533.71,533.82,533.7,533.76,73548
2025-11-12T10:10:00,533.82,533.89,533.82,533.85,91527
2025-11-12T10:11:00,534.05,534.07,533.96,534.0,111255
2025-11-12T10:12:00,534.16,534.18,534.12,534.14,88568
2025-11-12T10:13:00,534.38,534.38,534.34,534.35,80170
2025-11-12T10:14:00,534.53,534.6,534.5,534.58,55443
2025-11-12T10:15:00,534.76,534.8,534.69,534.74,83512
2025-11-12T10:16:00,534.59,534.6,534.56,534.58,101463
2025-11-12T10:17:00,534.62,534.66,534.55,534.61,103413
2025-11-12T10:18:00,534.52,534.54,534.51,534.52,67282
2025-11-12T10:19:00,534.26,534.3,534.24,534.26,73166
2025-11-12T10:20:00,534.36,534.39,534.33,534.33,152626
2025-11-12T10:21:00,534.48,534.54,534.41,534.46,111065
2025-11-12T10:22:00,534.3,534.33,534.28,534.32,141171
2025-11-12T10:23:00,534.77,534.78,534.65,534.72,104842
2025-11-12T10:24:00,534.71,534.72,534.68,534.71,135057
2025-11-12T10:25:00,534.61,534.62,534.5,534.55,118044
2025-11-12T10:26:00,534.32,534.36,534.32,534.35,89973
2025-11-12T10:27:00,534.17,534.2,534.14,534.16,141749
2025-11-12T10:28:00,534.16,534.23,534.15,534.17,83436
2025-11-12T10:29:00,533.96,534.05,533.92,533.97,120430
2025-11-12T10:30:00,533.92,533.94,533.9,533.92,83318
2025-11-12T10:31:00,533.68,533.68,533.58,533.63,46601
2025-11-12T10:32:00,533.68,533.7,533.6,533.63,64481
2025-11-12T10:33:00,533.56,533.68,533.56,533.64,55766
2025-11-12T10:34:00,533.8,533.84,533.79,533.81,99187
2025-11-12T10:35:00,533.92,533.94,533.84,533.91,34460
2025-11-12T10:36:00,533.67,533.74,533.67,533.74,45620
2025-11-12T10:37:00,533.47,533.53,533.43,533.45,35522
2025-11-12T10:38:00,533.28,533.34,533.28,533.32,65716
2025-11-12T10:39:00,533.07,533.09,533.07,533.07,57379
2025-11-12T10:40:00,533.1,533.11,533.05,533.06,63470
2025-11-12T10:41:00,533.12,533.16,533.08,533.11,60604
2025-11-12T10:42:00,532.7,532.74,532.64,532.7,39991
2025-11-12T10:43:00,532.8,532.82,532.75,532.78,94203
2025-11-12T10:44:00,532.95,532.96,532.94,532.95,36617
2025-11-12T10:45:00,532.71,532.79,532.68,532.73,48724
2025-11-12T10:46:00,532.93,532.94,532.86,532.93,70013
2025-11-12T10:47:00,532.73,532.78,532.72,532.75,37532
2025-11-12T10:48:00,532.98,533.02,532.93,532.98,84108
2025-11-12T10:49:00,532.79,532.85,532.77,532.84,47444
2025-11-12T10:50:00,533.04,533.05,532.94,532.97,37959
2025-11-12T10:51:00,532.98,533.0,532.92,532.93,99175
2025-11-12T10:52:00,533.08,533.09,533.05,533.06,85983
2025-11-12T10:53:00,533.07,533.08,532.96,533.04,43188
2025-11-12T10:54:00,532.91,532.94,532.87,532.93,101047
2025-11-12T10:55:00,532.75,532.77,532.75,532.75,50571
2025-11-12T10:56:00,532.77,532.79,532.7,532.78,95990
2025-11-12T10:57:00,532.94,533.04,532.9,532.98,52750
2025-11-12T10:58:00,532.84,532.85,532.79,532.8,97636
2025-11-12T10:59:00,532.8,532.87,532.79,532.8,89599
2025-11-12T11:00:00,532.68,532.78,532.67,532.74,47512
2025-11-12T11:01:00,532.48,532.52,532.43,532.49,59139
2025-11-12T11:02:00,532.41,532.41,532.34,532.4,99346
2025-11-12T11:03:00,532.5,532.55,532.45,532.48,49376
2025-11-12T11:04:00,532.42,532.44,532.4,532.42,52071
2025-11-12T11:05:00,532.57,532.58,532.43,532.5,62867
2025-11-12T11:06:00,532.64,532.7,532.63,532.65,33994
2025-11-12T11:07:00,532.83,532.85,532.77,532.81,67301
2025-11-12T11:08:00,532.59,532.65,532.56,532.64,97223
2025-11-12T11:09:00,532.61,532.64,532.58,532.62,61677
2025-11-12T11:10:00,532.61,532.62,532.5,532.55,88300
2025-11-12T11:11:00,532.03,532.08,532.03,532.05,84180
2025-11-12T11:12:00,531.97,531.99,531.95,531.96,90724
2025-11-12T11:13:00,531.85,531.85,531.82,531.85,66692
2025-11-12T11:14:00,531.92,531.96,531.84,531.89,93576
2025-11-12T11:15:00,531.7,531.75,531.69,531.73,76798
2025-11-12T11:16:00,531.78,531.78,531.69,531.74,79562
2025-11-12T11:17:00,531.57,531.58,531.53,531.54,97256
2025-11-12T11:18:00,531.21,531.3,531.18,531.24,79960
2025-11-12T11:19:00,531.15,531.17,531.1,531.17,51951
2025-11-12T11:20:00,531.36,531.37,531.29,531.37,54361
2025-11-12T11:21:00,531.29,531.33,531.22,531.27,81367
2025-11-12T11:22:00,531.31,531.33,531.27,531.3,95424
2025-11-12T11:23:00,531.31,531.43,531.3,531.36,76561
2025-11-12T11:24:00,531.15,531.2,531.14,531.17,53850
2025-11-12T11:25:00,531.19,531.2,531.17,531.18,49274
2025-11-12T11:26:00,531.3,531.31,531.27,531.28,80425
2025-11-12T11:27:00,531.11,531.15,531.09,531.15,37354
2025-11-12T11:28:00,531.05,531.12,531.04,531.05,53282
